Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
global_rename_title;Renaming;;;;;;;;;;;;;
global_rename_desc;This decision allows you to change the names of newly conquered provinces to their respective names in the language of your country. All possible renaming is contained within this decision.;;;;;;;;;;;;;
PO_Expedition_title;An Expedition to the South Pacific;;;;;;;;;;;;;
PO_Expedition_desc;Now that Easter Island is under our control, we can use it as a forward base to explore the South of the Pacific Ocean, a region full of small islands whose tropical conditions are purported to be like paradise on Earth. Such an exploratory expedition can create maps that will serve us in discovering maritime trade routes with Asian countries and British colonies. Additionally, it would establish contact with civilizations in the South Pacific that can shelter our merchant ships during storms. This first step could lay the foundation for conquering the islands in the future.;;;;;;;;;;;;;
PO_Expedition_m;Pacific Maritime Routes mapped;;;;;;;;;;;;;
PO_Expedition_m_desc;Our expedition to the South Pacific mapped several trade routes that help our seafarers to trade as efficiently and quickly as possible.;;;;;;;;;;;;;
Tonga_CHL_title;The Colonization of Tonga;;;;;;;;;;;;;
Tonga_CHL_desc;Tonga is a series of 177 islands located Southwest of Samoa and East of Fiji. It is thus a very geostrategically important outpost for further colonization of the South Pacific. Conquering it is integral to pursuing hegemony in the South Pacific realizing our own destiny.;;;;;;;;;;;;;
Maritime_Destiny_title;The Chilean Maritime Destiny;;;;;;;;;;;;;
Maritime_Destiny_desc;It is in our interests to expand into the islands of the Pacific Ocean. This ambition dates back to the time of Jose Joaquin Prieto and Diego Portales who believed that Chile, due to its geopolitics, should expand towards the islands and thus occupy strategic trade knots between Asia and America. Our maritime destiny is also backed up by the fact that we have nowhere to go on the continent due to our excellent natural barriers to other countries. The Atacama Desert protects us in the North, the great Andes in the East and the fjords and glaciers in the South. The time has now come to begin fulfilling our destiny and set sail for Tahiti, the first step in our conquest of the South Pacific.;;;;;;;;;;;;;
Puppeting_Samoa_title;The Conquest of Samoa;;;;;;;;;;;;;
Puppeting_Samoa_desc;Samoa is a Polynesian state consisting of two main islands and a couple smaller uninhabited ones. This island group is located in the core of the South Pacific and would secure our hold on the region. We have already come into contact with the inhabitants of this island in the past and observed their technological inferiority. A naval invasion should successfully seize the island with ease.;;;;;;;;;;;;;
pedemonte_mosquera_treaty_title;The Pedemonte-Mosquera Treaty;;;;;;;;;;;;;
pedemonte_mosquera_treaty_desc;Our southern border with Peru has long been hotly disputed, leading to the Gran Colombian-Peruvian War of 1828-29. To avoid a repeat of such bloodshed, our foreign minister Tomás Cipriano de Mosquera has met with Peruvian foreign minister Carlos Pedemonte y Talavera to delineate a new border that will hopefully end the animosities once and for all in an equitable settlement.;;;;;;;;;;;;;
pando_noboa_treaty_title;The Pando-Noboa Treaty;;;;;;;;;;;;;
pando_noboa_treaty_desc;We have inherited Gran Colombia's border dispute with Peru. It majorly impacted relations with our southern neighbor, leading to the Gran Colombian-Peruvian War of 1828-29. To avoid a repeat of such bloodshed, our foreign minister Diego Noboa has met with Peruvian foreign minister José María Pando to delineate a new border that will hopefully end the animosities once and for all in an equitable settlement.;;;;;;;;;;;;;
anti_bourbon_sentiment;Anti-Bourbon Sentiment;;;;;;;;;;;;;
anti_bourbon_sentiment_desc;The people are tired of the reign of the Bourbon dynasty and agitating to depose the monarchy. Measures must be taken to suppress this dangerous rabble.;;;;;;;;;;;;;
invade_kaffa_title;Invade Kaffa;;;;;;;;;;;;;
invade_kaffa_desc;§RGain 2 infamy§! The Kingdom of Kaffa has existed since 1390, nestled in the southern parts of the Ethiopian Highlands. While very fertile and partially forested, the terrain has preserved Kaffan independence for centuries. Now that Ethiopia is united, we finally have the resources to defeat the Kaffans despite their mountains and take the land as our own.;;;;;;;;;;;;;
british_guyana_punchase_title;The Essequibo Purchase;;;;;;;;;;;;;
british_guyana_punchase_desc;Essequibo has long been subject to our dispute with the colonial government of Guyana. While simply asking to be given our rightful land would surely result in nothing but ridicule, a serious offer to purchase the land for a respectable sum may see success.;;;;;;;;;;;;;
Trinidad_Tobago_punchase_title;The Trinidad and Tobago Purchase;;;;;;;;;;;;;
Trinidad_Tobago_punchase_desc;Trinidad and Tobago are the two islands to our immediate Northwest and are strategically quite valuable. A power posing a threat to us could amass troops on the islands before invading the mainland. Therefore it would be in our interests to secure them for ourselves. Perhaps an offer to purchase them would resolve the issue?;;;;;;;;;;;;;
ABC_punchase_title;The ABC Islands Purchase;;;;;;;;;;;;;
ABC_punchase_desc;The ABC Islands of Aruba, Bonaire and Curacao are to our North, just off the Paraguaná Peninsula. There, many agitators who instigated internal conflict in our lands have often taken refuge while plotting and planning to eventually land on the peninsula. This threat to our country may be countered by purchasing the islands from their current owner.;;;;;;;;;;;;;
howes_sewing_machine;Howe's Sewing Machine;;;;;;;;;;;;;
howes_sewing_machine_desc;While trying to invent an innovative new type of sewing machine, Elias Howe had a nightmare in which he was hunted with spears that were pierced near the head. This inspired him to make sewing needles with an eye at the point. Other important advances made by Howe's machine are a shuttle operating beneath the cloth to form lockstitch loops, and an automatic feed.;;;;;;;;;;;;;
barbed_wire_fencing;Barbed Wire Fencing;;;;;;;;;;;;;
barbed_wire_fencing_desc;Conventional wooden fences to contain cattle are quite expensive, so many farmers are forced to resort to let their cows roam free. This leads to some getting lost or hurt. Barbed wire, aside from military use, is a cheap and effective alternative to wooden fencing, as its pricks keep the cows contained without hurting them significantly. This solves non-barbed wire's problem: The cows simply push against it and knock it over.;;;;;;;;;;;;;
sugar_eff;Sugar Boom;;;;;;;;;;;;;
forest_railway;Forest Railway;;;;;;;;;;;;;
forest_railway_desc;A forest railway, forest tram, timber line, logging railway or logging railroad is a new use for railway transportation. It is employed for forestry tasks, primarily the transportation of felled logs to sawmills or railway stations. In most cases this form of transport uses narrow gauges, and are temporary in nature, and in rough and sometimes difficult to access terrain. This greatly improves the efficiency of logging, as towing animals are no longer necessary to slowly pull log carts out of forests.;;;;;;;;;;;;;
latin_american_integration;Latin American Integration;;;;;;;;;;;;;
latin_american_integration_desc;Our country has entered a period of renewal. With the completion of our reconquest of the New World, the time has come to integrate it into our country. The people of Latin America must be pacified and successfully won over to identify as Spanish. Only then will the integration be complete.;;;;;;;;;;;;;
oxy_fuel_welding;Oxy-fuel welding;;;;;;;;;;;;;
oxy_fuel_welding_desc;Oxy-fuel welding is a process that uses fuel gases or liquid fuels together with oxygen to weld or cut metals. Pure oxygen, instead of air, is used to increase the flame temperature to allow localized melting of the workpiece material in a room environment.;;;;;;;;;;;;;
steam_donkey;Steam Donkey;;;;;;;;;;;;;
steam_donkey_desc;A steam donkey or donkey engine is a steam-powered winch widely used in mining, maritime, and other industrial applications. A new use for donkeys has been found in forestry, where they are also known as a logging engines. They are often attached to a yarder for hauling logs from forests to central processing areas.;;;;;;;;;;;;;
saccharin;Saccharin;;;;;;;;;;;;;
saccharin_desc;An innovative artificial sweetener with no nutritional value, Saccharin has begun to be used in drinks, candies and cookies to replace sugar, which has been estimated to be about 550 times less sweet than the new substitute. It is derived from toluene, a byproduct of coke production.;;;;;;;;;;;;;
modern_fishing_ports;Modern Fishing Ports;;;;;;;;;;;;;
modern_fishing_ports_desc;New innovations such as dock gates and cranes operated by hydraulic power have made the operation of fishing ports safer and more efficient.;;;;;;;;;;;;;
juice_extraction_through_maceration;Sugar Beet Maceration;;;;;;;;;;;;;
juice_extraction_through_maceration_desc;Extracting sucrose from sugar beets is, traditionally, a lengthy and cumbersome process. However, with the application of maceration, the processing of sugar beets by softening them and breaking them into pieces using a liquid, the extraction is significantly more cost effective and efficient.;;;;;;;;;;;;;
sugarbeet_nematodes;Sugarbeet Nematodes;;;;;;;;;;;;;
sugarbeet_nematodes_desc;First discovered by the botanist H. Schacht in 1859, sugarbeet nematodes or Heterodera schachtii create cysts on the roots of affected beets. With further analysis, it has surfaced that affliction with the nematode significantly reduces crop yield. Thus, new methods of combating it have surfaced, such as breeding resistant beets or planting white mustard a field lies fallow, significantly reducing the nematode count in its soil.;;;;;;;;;;;;;
sugarbeet_seed_planter;Sugarbeet Seed Planters;;;;;;;;;;;;;
sugarbeet_seed_planter_desc;The process of planting sugarbeets by hand is very time-consuming, as each beet must be planted individually in a little hole that is manually dug out and covered once more. By using a planting machine, however, much time is saved, the depth at which the seeds are placed is standardized and less seeds are needed overall.;;;;;;;;;;;;;
wenzleben_plough;Wenzleben Ploughs;;;;;;;;;;;;;
wenzleben_plough_desc;Ploughing fields for the purpose of planting sugarbeets is usually a complicated procedure due to the required depth, involving around 800 hours of manual labor per hectare of field. The use of a Wenzleben plough reduces this to around 100 hours per hectare. These high-quality ploughs are especially designed for the depth that best suits sugarbeets.;;;;;;;;;;;;;
steam_powered_sugar_mills;Steam-powered Sugar Mills;;;;;;;;;;;;;
steam_powered_sugar_mills_desc;By utilizing steam turbines to power the milling process, sugar mills can be constructed independently of wind and water. Additionally, they can operate at much higher efficiency and even make use of sugarcane bagasse, the fibrous solids from the juice extraction phase, by burning them for fuel.;;;;;;;;;;;;;
EVTNAME1101;Silver Rush - $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC1101;\n\nA grizzled prospector has returned from the hills. Telling his story to any who will listen, he speaks of great wealth within the stones - silver, silver, massive veins of silver!;;;;;;;;;;;;;
EVTNAME3151;The End of the $PROVINCENAME$ Silver Rush;;;;;;;;;;;;;
EVTDESC3151;\n\nSeveral mines in $PROVINCENAME$ have been drying up, stopping production altogether or reducing it so much as not to be relevant anymore. Other locations are being prospected for silver and the old silver provinces are changing their production, leading to a severe change in the production and demographics of the area.;;;;;;;;;;;;;
claim_guayaquil_title;Claim Guayaquil;;;;;;;;;;;;;
claim_guayaquil_desc;§RGain 4 infamy§! The Viceroyalty of Peru, our predecessor, once administered Guayaquil and the Galapagos Islands. In the chaos of the revolutionary years, the city first declared independence and then joined Gran Colombia in 1822. This slight must be rectified! Guayaquil and the Galapagos Islands are rightful Peruvian territory and shall be retaken.;;;;;;;;;;;;;
claim_ecuador_title;Claim Ecuador;;;;;;;;;;;;;
claim_ecuador_desc;§RGain 6 infamy§! Former President José Domingo de la Merced de La Mar y Cortázar lead our great country in the war against Gran Colombia from 1828 to 1829. His goal was not just to liberate Jaén and Maynas, nay all of Ecuador was to join Peru forevermore. Tragically a coup d'état removed him from power before his ambition could be realized. With our newfound strength, the time has finally come to join Ecuador and Peru once and for all.;;;;;;;;;;;;;
grant_cooldown;Grant Cooldown;;;;;;;;;;;;;
grant_cooldown_desc;We have recently handed out grants and must wait before handing them out again.;;;;;;;;;;;;;
Claim_KDS_median_larp_title;Heirs to Media;;;;;;;;;;;;;
Claim_KDS_median_larp_desc;§RGain 14 infamy§! We have united most of the Kurds - but our blood is greater than that! We are the heirs of the Median Empire... after all these centuries, let us unite all the Medians once again!;;;;;;;;;;;;;
accept_ugrians_title;Integrate the Uralic Peoples;;;;;;;;;;;;;
accept_ugrians_desc;The Uralic Peoples, ancient inhabitants of Russia, Scandinavia and the Baltic, are incredibly diverse. Spanning the Samoyedic, Finnic, Permian, Volgaic and Ugrian families, the Uralic people may have different languages, cultures and even religions than we, yet they are just as Russian. We must embrace this great diversity and let it enrich our nation rather than divide it. No difference shall be made whether a person is Slavic or Uralic, for at heart we are one.;;;;;;;;;;;;;
truly_hapsburg_empire_title;Centralizing the Habsburg Empire;;;;;;;;;;;;;
truly_hapsburg_empire_desc;§RThis path is mutually exclusive with the Dual Monarchy.§! While we may dominate German affairs, our empire is no nation-state. By dominating Germany but not deciding to form a German Union, we can now concentrate on consolidating our empire proper. The Austrian Empire is unique in that it remains a conglomeration of various kingdoms, duchies, and legal codes all separate from one another. By fully implementing Alexander von Bach's centralization proposals, we will reorganize our empire into equal provinces under a central authority.;;;;;;;;;;;;;
restore_hapsburg_belgrade_title;Restore Habsburg Belgrade;;;;;;;;;;;;;
restore_hapsburg_belgrade_desc;§RGain 5 infamy§! For many years, the Habsburg and Ottoman realms battled over domination in the Balkans, with their battlegrounds ranging from Hungary to Romania to even southern Greece. One such contested territory was the duchy of Belgrade, the location of the modern-day Serbian state. With Austrian dominion across Central Europe secured, the empire is once again within a ready position to claim Belgrade.;;;;;;;;;;;;;
expand_hapsburg_serbia_title;The Crown of Serbia;;;;;;;;;;;;;
expand_hapsburg_serbia_desc;§RGain 15 infamy§! The Duchy of Serbia was once a Habsburg domain, and now it is again. However, in this modern age of nationalism, the serbian population of the duchy urges for reunification with its Slavic brethren in the south. While we have little interest in such ethnonationalist pretenses, the Balkans have long been a region of great interest and importance to the Habsburg realm. By tying the Habsburg province of Serbia to their own irredentist concept of Yugoslavism, we may provide ourselves a useful justification for annexing a great deal of Turkish territory.;;;;;;;;;;;;;
austrian_belgium_title;The Austrian Netherlands;;;;;;;;;;;;;
austrian_belgium_desc;§RGain 10 infamy§! The Austrian Netherlands were a territory of the Austrian Empire following the Spanish war of succession, and an old territory of the defunct Holy Roman Empire. In the aftermath of the Napoleonic wars, the territory was awarded to the Netherlands in the hopes of establishing a buffer state against any attempts at renewed French expansionism. In this modern industrial age, however, the Hollanders have proven far from capable of providing a proper power balance against either France or the German realms. By reinstituting Austrian control of these strategically vital provinces, the Habsburg realm may provide itself with important industrial complexes, economic resources, and a position from which it can provide a check to French and Prussian ambitions. The rest of Europe may not look kindly on this rationale, however.;;;;;;;;;;;;;
austrian_netherlands_title;The Austrian Netherlands;;;;;;;;;;;;;
austrian_netherlands_desc;§RGain 15 infamy§! With the Belgians brought to heel, it is only natural that Austrian ambitions reach the gates of Amsterdam as well. While the Austrian Habsburgs never properly ruled the Netherlands on their own behalf, the kingdom of Spain did, and the Holy Roman Empire long before that. By restoring order to the Dutch provinces, Habsburg control over northern Europe can be properly fortified, and it can even more firmly assert itself as the master of Germany.;;;;;;;;;;;;;
austrian_poland_title;Austrian Poland;;;;;;;;;;;;;
austrian_poland_desc;§RGain 5 infamy§! In the aftermath of the Napoleonic wars and the congress of Vienna, the Austrian Empire was made to give up a substantial part of its Polish holdings in favor of the Russian Empire. With the Austrian Empire once again in a secure position to expand its influence across Europe, it may be pertinent to restore Austrian claims in Poland, and achieve a more favorable partition.;;;;;;;;;;;;;
austria_poland_complete_title;Complete the Polish Conquest;;;;;;;;;;;;;
austria_poland_complete_desc;§RGain 15 infamy§! While the Austrian Empire has taken for itself a lions share of the Polish territory, there remains demands to incorporate the rest of Poland into the Austrian Empire. Let Austria integrate these lands in the name of the Habsburg Empire!;;;;;;;;;;;;;
austria_switzerland_title;Retake the Habsburg Homeland;;;;;;;;;;;;;
austria_switzerland_desc;§RGain 10 infamy§! Our dynasty takes its name from Habsburg Castle, a fortress built in the 1020s in present-day Switzerland by Radbot of Klettgau, who named his fortress Habsburg. His grandson Otto II was the first to take the fortress name as his own, adding 'Count of Habsburg' to his title. In 1273, Count Radbot's seventh-generation descendant, Rudolph of Habsburg, was elected Holy Roman Emperor. Our lands of the western Alps were robbed from us in the Swabian War of 1499 in which the Swiss Confederation seized our homeland. The time has come to right this wrong and return Switzerland to Habsburg rule.;;;;;;;;;;;;;
austria_romania_title;The Romanian Principalities;;;;;;;;;;;;;
austria_romania_desc;§RGain 10 infamy§! The regions of Moldavia and Wallachia have been gaining more and more autonomy from the Ottoman Empire in recent years. Their example of Romanian self-rule endangers our control of Transylvania and destabilizes other neighboring regions as well. It would therefore be best to bring the principalities into the Habsburg fold. Western Wallachia was in fact once part of the Habsburg domains as the Banat of Craiova from 1718 to 1739. Sadly, it was retaken by the Ottoman Empire in the Peace of Belgrade.;;;;;;;;;;;;;
austria_lorraine_title;The Crown of Lorraine;;;;;;;;;;;;;
austria_lorraine_desc;§RGain 15 infamy§! The house of Habsburg-Lorraine was formed when Francis I, Holy Roman Emperor, married Maria Theresa of Habsburg. Francis was Duke of Lorraine and Bar, a title which is held, at least in name, by the Habsburgs to this day. Other territories in the region were acquired by the marriage of Maximilian I of Habsburg to Mary of Burgundy. Franche-Comté was lost to France with the Treaties of Nijmegen in 1678 after the Franco-Dutch War. Still, these areas are rightfully Habsburg lands by virtue of inheritance and were unlawfully appropriated by the French.;;;;;;;;;;;;;
raid_sudan_title;Raid the Sudan;;;;;;;;;;;;;
raid_sudan_desc;In centuries past, the great Shilluk kingdom held sway over much of the Sudanese river valley, all the way north to where now stands the city of Khartoum. However, recent, repeated wars against both the Egyptians to the north and various enemies to the south have brought the Shilluk kingdom to the brink of destruction. As the Egpytians struggle in a war against their former masters in the north, we are presented with a unique opportunity to regain our former standing in the Nile river valley, and they will have little choice but to recognize our resurgence.;;;;;;;;;;;;;
reclaim_white_nile_title;Reclaim the White Nile;;;;;;;;;;;;;
reclaim_white_nile_desc;In the years of decline for the Shilluk kingdom, its hold over the south grew increasingly contested by other rival tribes seeking to control the lucrative trade down its banks. With our northern borders secured, it is time to reclaim our rightful dominion to the south once again!;;;;;;;;;;;;;
claim_the_sudan_title;Claim the Sudan;;;;;;;;;;;;;
claim_the_sudan_desc;With our successful restoration of both our raiding income and our domination of the White Nile, the time has finally come to push northwards, into lands ever unclaimed by our king. The Nile shall be our dominion, the dominion of the gods. The ailing Egyptian satellite shall be unable to prevent our ascendancy.;;;;;;;;;;;;;
excavate_ancient_kush_title;Excavate Ancient Kush;;;;;;;;;;;;;
excavate_ancient_kush_desc;In our travels north, we have come to discover great pyramid constructions across the Sudan, ancient structures filled with incomprehensible pictographs far older than our people. The images within seem to depict a great and mighty civilization that once ruled these lands. We are the heirs to these ancients, and shall rule over the Nile in their stead!;;;;;;;;;;;;;
request_british_translators_title;Request British Translators;;;;;;;;;;;;;
request_british_translators_desc;Despite our best efforts, we have yet to comprehend the strange symbols contained within the many ruins. By requesting foreign assistance, we may yet glean further knowledge from these ruins that could well speak to our fated domination of the great river.;;;;;;;;;;;;;
adopt_hieroglyphs_title;Adopt Hieroglyphs;;;;;;;;;;;;;
adopt_hieroglyphs_desc;With the help of British translators, we have finally decoded a decent portion of the hieroglyphics in the ruins. While for the British it was a mere intellectual exercise, a way to showcase the splendor of their distant island, for us it has provided a perfect writing form to adopt for our upcoming empire. Who else holds the right to the great river than those who speak its old tongue?;;;;;;;;;;;;;
rebuild_napata_title;Rebuild Napata;;;;;;;;;;;;;
rebuild_napata_desc;It has been revealed to us, our glorious past. Our kings were not merely gods, no, they were Pharaohs. The truest of Pharaohs descended from the Kushite kings of old, usurped wrongfully from their domains millennia ago. Having rediscovered our past, we can rebuild our future from its ashes. Rebuild the ancient kingdom from its glorious capital of Napata!;;;;;;;;;;;;;
true_pharaoh_of_egypt_title;The True Pharoah of Egypt;;;;;;;;;;;;;
true_pharaoh_of_egypt_desc;Our throne has been reclaimed! The true Pharaohs of all the river Nile have returned to their rightful thrones within the great pyramids. Where once their great tombs lied, now shall our thrones rise in their stead! Coincidentally, while the local Allah-worshippers wholesale reject us, it has come to our attention that a sizable minority, long-oppressed by them, has found our rule perhaps more tolerable, so long as we do not molest them.;;;;;;;;;;;;;
EVTNAME00102;Shilluk Warbands take Khartoum!;;;;;;;;;;;;;
EVTNAME00104;Shilluk Warbands claim the Sudan!;;;;;;;;;;;;;
EVTNAME00105;Germanization;;;;;;;;;;;;;
EVTNAME00106;The Rise of Bach;;;;;;;;;;;;;
EVTNAME00107;The Death of Bach;;;;;;;;;;;;;
EVTNAME00108;The Decline of Bach;;;;;;;;;;;;;
EVTNAME00109;A Standing Army of Soldiers;;;;;;;;;;;;;
EVTNAME00110;A Fawning Army of Sneaks;;;;;;;;;;;;;
EVTNAME00111;The Centralization Process - Dismantling Hungary;;;;;;;;;;;;;
EVTDESC00111;While the Austrian Empire has a long way to go in bringing about truly centralized control over the realm, the first and most glaring issue remains the first and most important to resolve, that of the Hungarian crown. The Hungarian crown is the largest and most troublesome of the Habsburg domains, a long history of rebellions and disloyalty accompanying its shared history with the crown of Austria. While attempts have been made to curb its substantial autonomy within the empire in order to solidify Austrian rule, there have been none as comprehensive as the campaign it is about to undergo. The full dismantling of Hungary is underway, and only should it be successful can the Austrian empire become an empire in the truest sense, united in purpose and identity under the Habsburg crowns. While Hungary may protest, the government is confident it can put down any attempted rebellion that may soon come.;;;;;;;;;;;;;
EVTNAME00112;The Second Hungarian Revolution;;;;;;;;;;;;;
EVTDESC00112;The response to the Austrian reforms has been remarkably predictable, all things considered. In the interlude to a rebellion, a new Hungarian diet has been illegally convened in Budapest, declaring itself the sole legal authority over the Hungarian crown, and rejecting the Habsburgs as illegitimate pretenders to the nation. With their declaration, and the defecting of many hungarian soldiers and citizens to their cause, the second Hungarian revolution has begun.;;;;;;;;;;;;;
EVTNAME00113;The Hungarian Revolution - Aftermath;;;;;;;;;;;;;
EVTDESC00113;How predictably, the Hungarian rebels have once again fallen to the might of the Austrian Empire. With this victory, the crown of Hungary has finally been dissolved and fully integrated into the empire.;;;;;;;;;;;;;
EVTNAME00114;Centralization Program - Finishing Touches;;;;;;;;;;;;;
EVTDESC00114;With the Hungarians dealt with, the rest of the empire can be integrated as is necessary to ensure Austrian hegemony is secured henceforth. Other provinces of the Empire have been strengthened and expanded, Hungarian, Serbian, and other forms of leadership deemed untrustworthy being replaced with more loyal Germanic or Polish authorities, in order to ensure continued Habsburg rule.;;;;;;;;;;;;;
EVTNAME00115;The Benelux Territories;;;;;;;;;;;;;
buy_nicobar_islands_title;The Nicobar Purchase;;;;;;;;;;;;;
buy_nicobar_islands_desc;The Nicobar Islands are an island chain south of the Andamans that remain under foreign rule. Since they are so small, their owner may not want to waste money and men on a war over them. What if we approached them with a handsome cash offer to take the islands off their hands?;;;;;;;;;;;;;
form_boe_fra_title;Unite France and Spain;;;;;;;;;;;;;
form_boe_fra_desc;In the early 1700s, the Hapsburg line of the Spanish monarchy died out, leaving the throne to the king of France at the time. This event, which nearly united the thrones of France and Spain into a single monarchy, directly led to the War of Spanish Succession in 1701. Despite the best efforts of the two crowns, the Hapsburg coalition achieved a partial victory, leading to the treaty of Utrecht in 1714. Now, the opportunity has come to refute this damnable treaty, and reunite the two kingdoms once more!;;;;;;;;;;;;;
form_boe_spc_title;Unite France and Spain;;;;;;;;;;;;;
form_boe_spc_desc;In the early 1700s, the Hapsburg line of the Spanish monarchy died out, leaving the throne to the king of France at the time. This event, which nearly united the thrones of France and Spain into a single monarchy, directly led to the War of Spanish Succession in 1701. Despite the best efforts of the two crowns, the Hapsburg coalition achieved a partial victory, leading to the treaty of Utrecht in 1714. Now, the opportunity has come to refute this damnable treaty, and reunite the two kingdoms once more!;;;;;;;;;;;;;
boe_burgundy_claim_title;The Crown of Burgundy;;;;;;;;;;;;;
boe_burgundy_claim_desc;§RGain 35 infamy§! In ages long past, the Spanish monarchy found itself inheriting the crown of Burgundy after the last of its male line died out. With that came domination over Eastern France and the Benelux. While the last of these domains would be lost in the War of Spanish Succession, the restoration of the united monarchy has provided a unique opportunity to undo this wrong, and cement Spanish control over the Benelux once more.;;;;;;;;;;;;;
boe_northern_italy_title;The Crown of Italy;;;;;;;;;;;;;
boe_northern_italy_desc;§RGain 30 infamy§! The Bourbon realm of France long desired control over northern Italy, with a great deal of conflict being centered around control over the small states in the region against the Holy Roman Empire and the Hapsburgs that ruled it. Now, with the Bourbon realms united, Italy can brought to heel, ending the many conflicts once and for all.;;;;;;;;;;;;;
EVTNAME00090;The Peace of Montpellier;;;;;;;;;;;;;
EVTNAME00079;The Coronation of the Bourbon Monarchy;;;;;;;;;;;;;
EVTNAME00094;The Language Crisis;;;;;;;;;;;;;
EVTNAME00095;A Leftist Spring;;;;;;;;;;;;;
EVTNAME00098;The Spanish Republican Movement;;;;;;;;;;;;;
EVTNAME00100;The French National Front;;;;;;;;;;;;;
EVTNAME00091;Death of Juan III;;;;;;;;;;;;;
EVTNAME00092;The Death of Carlos VII;;;;;;;;;;;;;
EVTNAME00093;The Death of Jaime III;;;;;;;;;;;;;
end_cession_tuscan_title;End the Tuscan Cession;;;;;;;;;;;;;
end_cession_tuscan_desc;§RGain 5 infamy§! During the Napoleonic Wars, the territories of the Bourbon-Parma line were taken away, repossessed to France in 1801 in exchange for rule over Tuscany as the kingdom of Etruria. In the aftermath of the Napoleonic wars, the duchy of Tuscany was restored, with the exception of Lucca being handed back to the Bourbon-Parmas until such time as Parma was once again inherited to them. While Parma has been restored to the line, there is a unique opportunity to protest the annexation of Lucca back into Tuscany, using this to justify a restoration of Etruria under the Bourbon line.;;;;;;;;;;;;;
rebuild_palace_versailles_title;Rebuild the Versailles Palace;;;;;;;;;;;;;
rebuild_palace_versailles_desc;The Versailles Palace, despite its famous parties and court culture, was never fully in operating condition. Attempts to finish and maintain the grand project have frequently been shut down due to the financial strain put on the economy. Furthermore, during the French Revolution, the Versailles Palace was torn apart and ransacked by revolutionary forces, leaving much in ruin or otherwise fully emptied out. With the Bourbon monarchy once again secure in its position, we have the opportunity to repair and finish the palace, leaving France with a capital to be truly proud of!;;;;;;;;;;;;;
create_sgf_france_title;Unite Southern Germany;;;;;;;;;;;;;
create_sgf_france_desc;The Bavarian alliance has proven quite useful to France in the past, however it has its limits. Bavaria, ultimately, is not capable on its own to compete with the forces of Austria or Prussia sufficiently to prevent the unification of Germany. However, should France maintain enough influence in southern Germany, it could perhaps exploit the alliance with Bavaria to strengthen the latter's position, upending the balance of power in Germany...;;;;;;;;;;;;;
trigger_england_war_bor_title;Strike down Albion;;;;;;;;;;;;;
trigger_england_war_bor_desc;The French navy has been modernized, and now Britain can be dealt with accordingly...;;;;;;;;;;;;;
EVTNAME00052;The Death of Henri V;;;;;;;;;;;;;
EVTNAME00053;The Death of Jean III;;;;;;;;;;;;;
EVTNAME00054;The Death of Charles XI;;;;;;;;;;;;;
EVTNAME00055;The Death of Jaime I;;;;;;;;;;;;;
EVTNAME00063;The Spanish Kings;;;;;;;;;;;;;
EVTNAME00067;Recognition of the Polish Partition;;;;;;;;;;;;;
EVTDESC00067;With the rule of the Bourbon monarchy in Paris finding a distinct need to regain some measure of international legitimacy in the wake of the catastrophe that was the Napoleonic wars, the decision has been made to eject any pretenses of Polish recognition, at least in official circles, from French government. As such, any Polish committees will be banned from Paris and the kingdom as a whole, maps will be forbidden from including the Polish state on the map so long as it remains partitioned, and overtures will assure that France will never support any attempt at Polish reunification. This will undoubtedly drive a permanent wedge between the French and the Polish, but ultimately it is a sacrifice that must be made in order to cool down the tense relations France unfortunately has had to endure.;;;;;;;;;;;;;
EVTNAME00068;The Two Sicilies;;;;;;;;;;;;;
EVTNAME00069;A Bourbon Offer;;;;;;;;;;;;;
EVTNAME00070;The Two Sicilies accept;;;;;;;;;;;;;
EVTNAME00071;The Two Sicilies refuse;;;;;;;;;;;;;
EVTNAME00072;The Anglo-French War;;;;;;;;;;;;;
EVTDESC00072;While the Bourbon realm may generally seek to avoid conflict on the European mainland, save to maneuver itself favorably to ensure its continued place as a European power, the Bourbons still yet have a bone to pick with the British in particular. With our fleet modernized and prepared for another bout, conflict has now become inevitable.;;;;;;;;;;;;;
EVTNAME00073;Victory over Britain;;;;;;;;;;;;;
EVTNAME00074;The Anglo-French War - French Humiliation;;;;;;;;;;;;;
EVTNAME00202;Construction finished on Versailles;;;;;;;;;;;;;
EVTNAME00203;Renewing the Franco-Bavarian Alliance;;;;;;;;;;;;;
EVTNAME00207;The End of illegal Slave Trading in Cuba;;;;;;;;;;;;;
EVTNAME00012;The July Affair;;;;;;;;;;;;;
EVTNAME00013;The July Affair;;;;;;;;;;;;;
EVTNAME00014;Spain refuses;;;;;;;;;;;;;
EVTNAME00015;Spain concedes;;;;;;;;;;;;;
marotist_reforms_d_title;The Marotist Reforms;;;;;;;;;;;;;
marotist_reforms_d_desc;Following the controversy surrounding Maroto regarding suspected Christino loyalties, he was pardoned by the king when the charges proved false. With his status as a primary leader of the Carlist cause restored, it has been suggested that the army adopt several reforms that he himself has pushed forth to modernize the Spanish army.;;;;;;;;;;;;;
add_carlist_distributism_title;Carlist Distributism;;;;;;;;;;;;;
